"passportArea","weight","firstName","middleName","lastName","currentTeamId","birthDate","height","role","birthArea","wyId","foot","shortName","currentNationalTeamId","birthYear","birthMonth"
"Germany",98,"Tom",NA,"Starke",NA,"1981-03-18",194,"Goalkeeper","Germany",15797,"right","T. Starke",NA,1981,3
"Germany",74,"Andreas",NA,"Beck",2445,"1987-03-13",180,"Defender","Russia",15798,"right","A. Beck",NA,1987,3
"United States",74,"Fabian",NA,"Johnson",2454,"1987-12-11",183,"Midfielder","Germany",15804,"right","F. Johnson",8134,1987,12
"Denmark",98,"Jannik",NA,"Vestergaard",1619,"1992-08-03",199,"Defender","Denmark",15806,"right","J. Vestergaard",7712,1992,8
"Brazil",76,"Roberto Firmino",NA,"Barbosa de Oliveira",1612,"1991-10-02",181,"Forward","Brazil",15808,"right","Roberto Firmino",6380,1991,10
"Germany",67,"Dominik",NA,"Kaiser",2975,"1988-09-16",171,"Midfielder","Germany",15810,"right","D. Kaiser",NA,1988,9
"Germany",74,"Sebastian",NA,"Rudy",2444,"1990-02-28",180,"Midfielder","Germany",15811,"right","S. Rudy",3148,1990,2
"Bosnia-Herzegovina",79,"Sejad",NA,"Salihovi\u0107",NA,"1984-10-08",182,"Midfielder","Bosnia-Herzegovina",15812,"left","S. Salihovi\u0107",NA,1984,10
"Germany",77,"Tobias",NA,"Strobl",2454,"1990-05-12",188,"Midfielder","Germany",15813,"right","T. Strobl",NA,1990,5
"Germany",84,"Sven",NA,"Schipplock",2450,"1988-11-08",186,"Forward","Germany",15821,"right","S. Schipplock",NA,1988,11
"Italy",73,"Federico",NA,"Ricca Rostagnol",683,"1994-12-01",178,"Defender","Uruguay",278007,"left","F. Ricca",NA,1994,12
"Germany",80,"Andr\u00e9",NA,"Hahn",2450,"1990-08-13",185,"Forward","Germany",15877,"right","A. Hahn",NA,1990,8
"Italy",75,"Erick Cathriel",NA,"Cabaco Almada",695,"1995-04-19",186,"Defender","Uruguay",278049,"right","E. Cabaco",NA,1995,4
"Italy",72,"Luiz Felipe",NA,"Ramos Marchi",3162,"1997-03-22",187,"Defender","Brazil",376362,"right","Luiz Felipe",NA,1997,3
"Germany",91,"Jens",NA,"Grahl",2445,"1988-09-22",192,"Goalkeeper","Germany",15924,"right","J. Grahl",NA,1988,9
"Italy",68,"Diego",NA,"Demme",2975,"1991-11-21",170,"Midfielder","Germany",15937,"right","D. Demme",NA,1991,11
"Germany",73,"Lukas",NA,"Rupp",2482,"1991-01-08",178,"Midfielder","Germany",15942,"right","L. Rupp",NA,1991,1
"Germany",85,"Ermin",NA,"Bi\u010dak\u010di\u0107",2482,"1990-01-24",185,"Defender","Bosnia-Herzegovina",15952,"right","E. Bi\u010dak\u010di\u0107",NA,1990,1
"Croatia",81,"Tin",NA,"Jedvaj",2446,"1995-11-28",184,"Defender","Croatia",212604,"right","T. Jedvaj",9598,1995,11
"Brazil",70,"William",NA,"de Asevedo Furtado",2451,"1995-04-03",172,"Defender","Brazil",343685,"right","William",NA,1995,4
"Germany",93,"Philipp",NA,"Tschauner",2455,"1985-11-03",196,"Goalkeeper","Germany",16010,"right","P. Tschauner",NA,1985,11
"Germany",76,"Max",NA,"Kruse",2443,"1988-03-19",180,"Forward","Germany",16025,"left","M. Kruse",NA,1988,3
"Congo",63,"Merveille Valthy Streeker",NA,"Ndockyt",698,"1998-07-20",178,"Midfielder","Congo",376474,"right","M. Ndockyt",NA,1998,7
"Germany",69,"Fin",NA,"Bartels",2443,"1987-02-07",176,"Midfielder","Germany",16027,"right","F. Bartels",NA,1987,2
"Italy",76,"Gonzalo",NA,"Escalante",701,"1993-03-27",182,"Midfielder","Argentina",212644,"right","G. Escalante",NA,1993,3
"Germany",83,"Simon",NA,"Terodde",2463,"1988-03-02",192,"Forward","Germany",16094,"right","S. Terodde",NA,1988,3
"France",76,"Rona\u00ebl",NA,"Pierre-Gabriel",3782,"1998-06-13",177,"Defender","France",396616,"right","R. Pierre-Gabriel",4425,1998,6
"Slovenia",67,"Kevin",NA,"Kampl",2975,"1990-10-09",178,"Midfielder","Germany",16110,"right","K. Kampl",NA,1990,10
"Austria",89,"Robert",NA,"Almer",NA,"1984-03-20",194,"Goalkeeper","Austria",16126,"left","R. Almer",NA,1984,3
"Morocco",69,"Munir",NA,"El Haddadi Mohamed",696,"1995-09-01",175,"Forward","Spain",278278,"left","Munir",NA,1995,9
"Spain",71,"Aritz",NA,"Elustondo Irribaria",687,"1994-03-28",180,"Defender","Spain",278288,"right","Aritz Elustondo",NA,1994,3
"Spain",66,"\u00c1lvaro",NA,"Odriozola Arzallus",675,"1995-12-14",175,"Defender","Spain",278289,"right","Odriozola",1598,1995,12
"Australia",70,"Robbie",NA,"Kruse",2448,"1988-10-05",179,"Forward","Australia",16151,"right","R. Kruse",8493,1988,10
"Germany",81,"Patric",NA,"Klandt",2453,"1983-09-29",184,"Goalkeeper","Germany",16154,"right","P. Klandt",NA,1983,9
"Spain",88,"Jorge",NA,"Ruiz Ojeda",695,"1995-09-27",188,"Goalkeeper","Spain",278316,"right","Koke",NA,1995,9
"Spain",85,"David",NA,"Soria Sol\u00eds",680,"1993-04-04",192,"Goalkeeper","Spain",278320,"right","David Soria",NA,1993,4
"Cape Verde Islands",85,"Steven",NA,"Fort\u00e8s",3780,"1992-04-17",192,"Defender","France",270306,"right","Steven Fort\u00e8s",NA,1992,4
"Italy",78,"Gabriele",NA,"Marchegiani",NA,"1996-06-03",183,"Goalkeeper","Italy",343915,"right","G. Marchegiani",NA,1996,6
"Spain",62,"\u00c1lvaro Jos\u00e9",NA,"Jim\u00e9nez Guerrero",NA,"1995-05-19",176,"Midfielder","Spain",278383,"right","\u00c1lvaro Jim\u00e9nez",NA,1995,5
"Italy",64,"Daniele",NA,"Verde",3194,"1996-06-20",168,"Forward","Italy",343925,"left","D. Verde",3763,1996,6
"Germany",86,"Jan",NA,"Zimmermann",2462,"1985-04-19",190,"Goalkeeper","Germany",16287,"left","J. Zimmermann",NA,1985,4
"Germany",78,"Danny",NA,"Latza",2460,"1989-12-07",179,"Midfielder","Germany",16303,"right","D. Latza",NA,1989,12
"Peru",74,"Christian Guillermo Mart\u00edn",NA,"Ramos Garagay",16470,"1988-11-04",185,"Defender","Peru",114617,"right","C. Ramos",15594,1988,11
"Peru",72,"Christopher Paolo C\u00e9sar",NA,"Hurtado Huertas",4498,"1990-07-27",176,"Midfielder","Peru",114624,"right","P. Hurtado",15594,1990,7
"Russia",84,"Sergei",NA,"Ignashevich",NA,"1979-07-14",187,"Defender","Russia",101583,"right","S. Ignashevich",14358,1979,7
"Denmark",82,"Kasper",NA,"Dolberg",9,"1997-10-06",187,"Forward","Denmark",281254,"right","K. Dolberg",7712,1997,10
"Spain",81,"Unai",NA,"N\u00fa\u00f1ez Gestoso",678,"1997-01-30",186,"Defender","Spain",344068,"right","Unai N\u00fa\u00f1ez",1604,1997,1
"Spain",74,"I\u00f1igo",NA,"C\u00f3rdoba Kerejeta",678,"1997-03-13",180,"Midfielder","Spain",344075,"left","I\u00f1igo C\u00f3rdoba",1604,1997,3
"Peru",80,"Luis Jan Piers",NA,"Adv\u00edncula Castrill\u00f3n",713,"1990-03-02",178,"Defender","Peru",114709,"right","L. Adv\u00edncula",15594,1990,3
"Turkey",84,"Ramazan",NA,"\u00d6zcan",2446,"1984-06-28",187,"Goalkeeper","Austria",16411,"left","R. \u00d6zcan",NA,1984,6
"Algeria",82,"Far\u00e8s",NA,"Bahlouli",3776,"1995-04-08",182,"Midfielder","France",245807,"right","F. Bahlouli",NA,1995,4
"Brazil",85,"Caiuby Francisco",NA,"da Silva",2481,"1988-07-14",184,"Midfielder","Brazil",16432,"left","Caiuby",NA,1988,7
"Spain",74,"Borja",NA,"Mayoral Moya",675,"1997-04-05",182,"Forward","Spain",344120,"right","Borja Mayoral",1604,1997,4
"Spain",68,"Gabriel",NA,"Salazar Rojo",712,"1996-06-18",178,"Forward","Spain",344122,"unknown","Gabri Salazar",NA,1996,6
"France",82,"Theo Bernard Fran\u00e7ois",NA,"Hern\u00e1ndez",675,"1997-10-06",184,"Defender","France",344132,"left","T. Hern\u00e1ndez",NA,1997,10
"Senegal",63,"Amath",NA,"Diedhiou Ndiaye",698,"1996-07-16",173,"Forward","Senegal",344140,"right","A. Ndiaye",NA,1996,7
"Greece",79,"Panagiotis",NA,"Retsos",2446,"1998-08-09",186,"Defender","South Africa",344178,"right","P. Retsos",NA,1998,8
"Peru",61,"Christian Alberto",NA,"Cueva Bravo",14072,"1991-11-23",169,"Midfielder","Peru",114813,"right","C. Cueva",15594,1991,11
"Spain",80,"Jos\u00e9 Manuel",NA,"Rodr\u00edguez Benito",695,"1992-03-03",189,"Defender","Spain",213124,"left","Chema",NA,1992,3
"Mexico",70,"Hirving Rodrigo",NA,"Lozano Bahena",11,"1995-07-30",177,"Forward","Mexico",295156,"right","H. Lozano",15473,1995,7
"Germany",81,"Danny",NA,"Blum",2462,"1991-01-07",184,"Midfielder","Germany",16609,"left","D. Blum",NA,1991,1
"Belgium",73,"Samuel",NA,"Bastien",3165,"1996-09-26",177,"Midfielder","Belgium",278813,"right","S. Bastien",5635,1996,9
"Italy",79,"Edoardo",NA,"Goldaniga",3315,"1993-11-02",188,"Defender","Italy",246059,"right","E. Goldaniga",NA,1993,11
"Italy",75,"Federico",NA,"Bernardeschi",3159,"1994-02-16",183,"Midfielder","Italy",246061,"left","F. Bernardeschi",NA,1994,2
"Italy",62,"Stefano",NA,"Sensi",3315,"1995-08-05",168,"Midfielder","Italy",246063,"right","S. Sensi",NA,1995,8
"Paraguay",82,"J\u00fanior Osmar Ignacio ",NA,"Alonso Mujica",3776,"1993-02-09",184,"Defender","Paraguay",213308,"left","J. Alonso",NA,1993,2
"Italy",75,"Rolando",NA,"Mandragora",3197,"1997-06-29",183,"Midfielder","Italy",302799,"left","R. Mandragora",3757,1997,6
"Gambia",83,"Saidy",NA,"Janko",3782,"1995-10-22",181,"Defender","Switzerland",278867,"right","S. Janko",NA,1995,10
"Congo DR",70,"Jason",NA,"Denayer",4492,"1995-06-28",184,"Defender","Belgium",278872,"right","J. Denayer",NA,1995,6
"Czech Republic",68,"Ladislav",NA,"Krej\u010d\u00ed",3166,"1992-07-05",180,"Forward","Czech Republic",82266,"left","L. Krej\u010d\u00ed",NA,1992,7
"Italy",80,"Marco",NA,"Benassi",3176,"1994-09-08",184,"Midfielder","Italy",22380,"right","M. Benassi",NA,1994,9
"Italy",70,"Giorgian Daniel",NA,"De Arrascaeta Benedetti",5640,"1994-06-01",172,"Midfielder","Uruguay",213364,"right","G. De Arrascaeta",15670,1994,6
"Congo DR",73,"Joris",NA,"Kayembe Ditu ",3770,"1994-08-08",182,"Midfielder","Belgium",278913,"left","J. Kayembe",NA,1994,8
"Italy",70,"Adri\u00e1n Ricardo",NA,"Centuri\u00f3n",12068,"1993-01-19",174,"Midfielder","Argentina",213387,"right","R. Centuri\u00f3n",NA,1993,1
"Italy",85,"Andrea",NA,"Petagna",3172,"1995-06-30",188,"Forward","Italy",246175,"left","A. Petagna",NA,1995,6
"Ethiopia",71,"Theodor",NA,"Gebre Selassie",2443,"1986-12-24",181,"Defender","Czech Republic",82340,"right","T. Gebre Selassie",11555,1986,12
"Ivoire""",78,"Moise Bioty",NA,"Kean",3194,"2000-02-28",183,"Forward","Italy",410031,"right","M. Kean",NA,2000,2
"Tunisia",84,"Rani",NA,"Khedira",2481,"1994-01-27",188,"Midfielder","Germany",16826,"right","R. Khedira",NA,1994,1
"Spain",74,"Roberto",NA,"Su\u00e1rez Pier",695,"1995-02-16",182,"Defender","Spain",410055,"right","Rober",NA,1995,2
"Germany",87,"Dominique",NA,"Heintz",2463,"1993-08-15",189,"Defender","Germany",16843,"left","D. Heintz",NA,1993,8
"France",70,"Jules",NA,"Kound\u00e9",3772,"1998-11-12",178,"Defender","France",410062,"right","J. Kound\u00e9",NA,1998,11
"Germany",70,"Julian",NA,"Korb",2455,"1992-03-21",177,"Defender","Germany",16884,"right","J. Korb",NA,1992,3
"Czech Republic",85,"Tom\u00e1\u0161 ",NA,"Vacl\u00edk",6407,"1989-03-29",188,"Goalkeeper","Czech Republic",82468,"right","T. Vacl\u00edk",11555,1989,3
"Czech Republic",81,"Pavel",NA,"Kade\u0159\u00e1bek",2482,"1992-04-25",182,"Defender","Czech Republic",82487,"right","P. Kade\u0159\u00e1bek",11555,1992,4
"Czech Republic",64,"Vladim\u00edr",NA,"Darida",2457,"1990-08-08",171,"Midfielder","Czech Republic",82518,"right","V. Darida",11555,1990,8
"Congo DR",67,"Nanitamo Jonathan",NA,"Ikon\u00e9",3787,"1998-05-02",175,"Forward","France",344744,"left","J. Ikon\u00e9",NA,1998,5
"Switzerland",79,"Yann",NA,"Sommer",2454,"1988-12-17",183,"Goalkeeper","Switzerland",49855,"right","Y. Sommer",6697,1988,12
"Italy",83,"David \u00c1ngel",NA,"Abraham",2462,"1986-07-15",188,"Defender","Argentina",49856,"right","D. Abraham",NA,1986,7
"Albania",83,"Arlind",NA,"Ajeti",3197,"1993-09-25",184,"Defender","Switzerland",49857,"right","A. Ajeti",8731,1993,9
"Korea Republic",73,"Joo-Ho",NA,"Park",14773,"1987-01-16",176,"Defender","Korea Republic",49862,"left","Joo-Ho Park",14855,1987,1
"Switzerland",80,"Fabian",NA,"Frei",6407,"1989-01-08",183,"Midfielder","Switzerland",49869,"right","F. Frei",NA,1989,1
"Switzerland",72,"Xherdan",NA,"Shaqiri",1612,"1991-10-10",169,"Midfielder","Kosovo",49872,"left","X. Shaqiri",6697,1991,10
"Switzerland",72,"Valentin",NA,"Stocker",6407,"1989-04-12",179,"Midfielder","Switzerland",49873,"left","V. Stocker",NA,1989,4
"Albania",82,"Granit",NA,"Xhaka",1609,"1992-09-27",185,"Midfielder","Switzerland",49876,"left","G. Xhaka",6697,1992,9
"Switzerland",88,"Yvon Landry ",NA,"Mvogo",2975,"1994-06-06",190,"Goalkeeper","Cameroon",49883,"right","Y. Mvogo",6697,1994,6
"Germany",76,"J\u00e9r\u00f4me",NA,"Gondorf",2443,"1988-06-26",175,"Midfielder","Germany",17136,"right","J. Gondorf",NA,1988,6
"Paraguay",88,"Ra\u00fal Marcelo",NA,"Bobadilla",2454,"1987-06-18",181,"Forward","Argentina",49907,"right","R. Bobadilla",NA,1987,6
"Switzerland",74,"Jacques Fran\u00e7ois",NA,"Moubandje",3780,"1990-06-21",180,"Defender","Cameroon",49919,"left","F. Moubandje",6697,1990,6
"Switzerland",76,"Vincent",NA,"R\u00fcfli",3804,"1988-01-22",180,"Defender","Switzerland",49921,"right","V. R\u00fcfli",NA,1988,1
"Czech Republic",95,"Tom\u00e1\u0161",NA,"Koubek",3774,"1992-08-26",198,"Goalkeeper","Czech Republic",82690,"right","T. Koubek",11555,1992,8
"Turkey",84,"Caglar",NA,"S\u00f6y\u00fcnc\u00fc",2453,"1996-05-23",187,"Defender","Turkey",344864,"right","C. S\u00f6y\u00fcnc\u00fc",4687,1996,5
"Switzerland",85,"Roman",NA,"B\u00fcrki",2447,"1990-11-14",187,"Goalkeeper","Switzerland",49968,"right","R. B\u00fcrki",6697,1990,11
"Switzerland",79,"Michael",NA,"Lang",2454,"1991-02-08",185,"Defender","Switzerland",49977,"right","M. Lang",6697,1991,2
"Bosnia-Herzegovina",77,"Daniel",NA,"Pavlovic",3197,"1988-04-22",183,"Defender","Switzerland",49979,"left","D. Pavlovic",NA,1988,4
"Albania",71,"Amir",NA,"Abrashi",2453,"1990-03-27",172,"Midfielder","Switzerland",49982,"right","A. Abrashi",NA,1990,3
"Switzerland",77,"Remo",NA,"Freuler",3172,"1992-04-15",181,"Midfielder","Switzerland",49991,"right","R. Freuler",6697,1992,4
"Albania",83,"Berat ",NA,"Djimsiti",3219,"1993-02-19",190,"Defender","Switzerland",50007,"right","B. Djimsiti",8731,1993,2
"Senegal",80,"Seydou",NA,"Sy",19830,"1995-12-12",192,"Goalkeeper","Senegal",344927,"right","S. Sy",NA,1995,12
"Croatia",81,"Josip",NA,"Drmic",2454,"1992-08-08",183,"Forward","Switzerland",50023,"right","J. Drmic",6697,1992,8
"Italy",68,"Mattia",NA,"Zaccagni",3194,"1995-06-16",176,"Midfielder","Italy",246633,"right","M. Zaccagni",NA,1995,6
"Turkey",72,"Kerem",NA,"Demirbay",2482,"1993-07-03",182,"Midfielder","Germany",221333,"left","K. Demirbay",NA,1993,7
"Switzerland",79,"Silvan",NA,"Widmer",3163,"1993-03-05",182,"Defender","Switzerland",50069,"right","S. Widmer",NA,1993,3
"Croatia",67,"Marijan",NA,"\u0106avar",2462,"1998-02-02",180,"Midfielder","Bosnia-Herzegovina",476054,"right","M. \u0106avar",10007,1998,2
"Romania",73,"Artur",NA,"Ioni\u0163\u0103",3173,"1990-08-17",184,"Midfielder","Moldova",50073,"right","A. Ioni\u0163\u0103",11163,1990,8
"Serbia",75,"Lyanco Evangelista",NA,"Silveira Neves Vojnovi\u0107 ",3185,"1997-02-01",187,"Defender","Brazil",377757,"right","Lyanco",NA,1997,2
"Switzerland",84,"Fabian Lukas",NA,"Sch\u00e4r",1613,"1991-12-20",188,"Defender","Switzerland",50102,"right","F. Sch\u00e4r",6697,1991,12
"Italy",78,"Rodrigo Javier",NA,"de Paul",3163,"1994-05-24",178,"Midfielder","Argentina",213948,"right","R. de Paul",NA,1994,5
"Russia",80,"M\u00e1rio Figueira",NA,"Fernandes",13886,"1990-09-19",187,"Defender","Brazil",41123,"right","M\u00e1rio Fernandes",14358,1990,9
"Brazil",80,"Edinaldo",NA,"Gomes Pereira",691,"1988-08-25",188,"Defender","Brazil",41124,"right","Naldo",NA,1988,8
"Russia",75,"Alan",NA,"Dzagoev",13886,"1990-06-17",179,"Midfielder","Russia",101590,"right","A. Dzagoev",14358,1990,6
"Spain",74,"Mario",NA,"Hermoso Canseco",691,"1995-06-18",184,"Defender","Spain",279533,"left","Mario Hermoso",NA,1995,6
"Spain",73,"Marcos",NA,"Llorente Moreno",675,"1995-01-30",184,"Midfielder","Spain",279538,"right","Marcos Llorente",NA,1995,1
"Spain",78,"Enzo Alan",NA,"Zidane Fern\u00e1ndez",6434,"1995-03-24",185,"Midfielder","France",279541,"right","E. Zidane",NA,1995,3
"Spain",76,"Lucas ",NA,"Hern\u00e1ndez Pi",679,"1996-02-14",184,"Defender","France",279545,"left","L. Hern\u00e1ndez",4418,1996,2
"Spain",73,"Andoni",NA,"Gorosabel Espinosa",687,"1996-08-04",174,"Defender","Spain",279560,"right","Andoni Gorosabel",NA,1996,8
"Spain",64,"Jon",NA,"Guridi Aldalur",687,"1995-02-28",179,"Midfielder","Spain",279566,"left","Jon Guridi",NA,1995,2
"Spain",72,"Jon",NA,"Bautista Orgilles",687,"1995-07-03",180,"Forward","Spain",279571,"right","Jon Bautista",NA,1995,7
"Spain",70,"Alejandro",NA,"Granell Nogu\u00e9",756,"1988-08-02",175,"Midfielder","Spain",214062,"left","\u00c1lex Granell",NA,1988,8
"Switzerland",72,"Burim",NA,"Kukeli",6421,"1984-01-16",180,"Midfielder","Albania",50264,"left","B. Kukeli",NA,1984,1
"Albania",65,"Ermir",NA,"Lenjani",6421,"1989-08-05",175,"Defender","Kosovo",50318,"left","E. Lenjani",8731,1989,8
"Tunisia",69,"Ellyes",NA,"Skhiri",3787,"1995-05-10",185,"Midfielder","France",246946,"right","E. Skhiri",16276,1995,5
"France",58,"Vincent",NA,"Koziello",2463,"1995-10-28",168,"Midfielder","France",279734,"right","V. Koziello",NA,1995,10
"Germany",91,"Alisson Rams\u00e9s",NA,"Becker",1612,"1992-10-02",191,"Goalkeeper","Brazil",214220,"left","Alisson",6380,1992,10
"Peru",74,"Gianluca",NA,"Lapadula",3193,"1990-02-07",177,"Forward","Italy",115933,"left","G. Lapadula",NA,1990,2
"Haiti",69,"Jean-K\u00e9vin",NA,"Augustin",2975,"1997-06-16",177,"Forward","France",279780,"right","J. Augustin",NA,1997,6
"Albania",80,"Armando",NA,"Sadiku",695,"1991-05-27",186,"Forward","Albania",50461,"right","A. Sadiku",8731,1991,5
"Ghana",76,"I\u00f1aki",NA,"Williams Arthuer",678,"1994-06-15",186,"Forward","Spain",247141,"right","I\u00f1aki Williams",NA,1994,6
"Spain",71,"Brandon",NA,"Thomas Llamas",3774,"1995-02-04",177,"Forward","Spain",247162,"right","Brandon",NA,1995,2
"Spain",75,"Diego",NA,"Gonz\u00e1lez Polanco",683,"1995-01-28",184,"Defender","Spain",247169,"both","Diego Gonz\u00e1lez",NA,1995,1
"Spain",92,"Andr\u00e9s Tom\u00e1s",NA,"Prieto Albert",683,"1993-10-17",194,"Goalkeeper","Spain",247173,"right","Andr\u00e9s",NA,1993,10
"Spain",77,"Pau",NA,"L\u00f3pez Sabata",691,"1994-12-13",189,"Goalkeeper","Spain",247206,"left","Pau L\u00f3pez",NA,1994,12
"Spain",76,"Joan",NA,"Jord\u00e1n Moreno",701,"1994-07-06",185,"Midfielder","Spain",247207,"right","Joan Jord\u00e1n",NA,1994,7
"Spain",61,"Rafael Jes\u00fas",NA,"Navarro Mazuelos",684,"1994-02-23",173,"Defender","Spain",247212,"right","Rafa Navarro",NA,1994,2
"Spain",76,"V\u00edctor",NA,"Camarasa Ferrando",684,"1994-05-28",183,"Midfielder","Spain",247219,"right","V\u00edctor Camarasa",NA,1994,5
"Spain",65,"David",NA,"Remeseiro Salgueiro",695,"1994-07-06",178,"Midfielder","Spain",247220,"right","Jason",NA,1994,7
"Spain",73,"\u00c1lvaro",NA,"Medr\u00e1n Just",696,"1994-03-15",177,"Midfielder","Spain",247222,"right","Medr\u00e1n",NA,1994,3
"Spain",70,"Guillermo",NA,"Varela Olivera",15633,"1993-03-24",174,"Defender","Uruguay",116166,"right","G. Varela",15670,1993,3
"Italy",70,"Sebasti\u00e1n Carlos",NA,"Crist\u00f3foro Pepe",3176,"1993-08-23",173,"Midfielder","Uruguay",116170,"right","S. Crist\u00f3foro",NA,1993,8
"Brazil",73,"Jo\u00e3o Pedro Geraldino",NA,"dos Santos Galv\u00e3o",3173,"1992-03-09",184,"Midfielder","Brazil",116171,"right","Jo\u00e3o Pedro",NA,1992,3
"Uruguay",76,"Maximiliano Mart\u00edn",NA,"Olivera De Andrea",3176,"1992-03-05",182,"Defender","Uruguay",116225,"left","M. Olivera",NA,1992,3
"Ireland Republic",84,"Shay",NA,"Given",NA,"1976-04-20",185,"Goalkeeper","Ireland Republic",149022,"right","S. Given",NA,1976,4
"Italy",75,"Gast\u00f3n Alexis",NA,"Silva Perdomo",12062,"1994-03-05",185,"Defender","Uruguay",116259,"left","G. Silva",15670,1994,3
"Algeria",58,"Maxime",NA,"Lopez",3771,"1997-12-04",167,"Midfielder","France",280115,"right","M. Lopez",4425,1997,12
"France",69,"J\u00e9r\u00e9mie",NA,"Porsan-Clemente",3787,"1997-12-16",179,"Forward","Martinique",280116,"right","J. Porsan-Clemente",NA,1997,12
"Tunisia",80,"Mouez",NA,"Hassen",3775,"1995-03-05",186,"Goalkeeper","France",149050,"right","M. Hassen",16276,1995,3
"Uruguay",69,"Diego Alejandro",NA,"Rol\u00e1n Silva",683,"1993-03-24",177,"Forward","Uruguay",116283,"right","D. Rol\u00e1n",NA,1993,3
"France",70,"R\u00e9mi",NA,"Walter",3795,"1995-04-26",174,"Midfielder","France",149053,"left","R. Walter",NA,1995,4
"Mauritius",65,"Wesley",NA,"Sa\u00efd",3804,"1995-04-19",171,"Forward","France",149054,"right","W. Sa\u00efd",NA,1995,4
"France",87,"Marc-Aur\u00e8le",NA,"Caillard",3785,"1994-05-12",191,"Goalkeeper","France",149057,"right","M. Caillard",NA,1994,5
"Martinique",71,"Tristan",NA,"Dingom\u00e9",3795,"1991-02-17",174,"Midfielder","France",149062,"left","T. Dingom\u00e9",NA,1991,2
"France",84,"Yoan",NA,"Cardinale",3775,"1994-03-27",181,"Goalkeeper","France",214609,"right","Y. Cardinale",NA,1994,3
"Belgium",79,"Nabil",NA,"Dirar",4487,"1986-02-25",187,"Midfielder","Morocco",149074,"right","N. Dirar",16216,1986,2
"Sweden",84,"Karl-Johan",NA,"Johnsson",3785,"1990-01-28",187,"Goalkeeper","Sweden",50771,"right","K. Johnsson",7047,1990,1
"France",73,"Valentin",NA,"Eysseric",3176,"1992-03-25",181,"Midfielder","France",149076,"right","V. Eysseric",NA,1992,3
"Togo",70,"Jordan",NA,"Amavi",3771,"1994-03-09",176,"Defender","France",214628,"left","J. Amavi",NA,1994,3
"Mali",72,"Almamy",NA,"Tour\u00e9",19830,"1996-04-28",183,"Defender","Mali",149101,"right","A. Tour\u00e9",NA,1996,4
"Denmark",89,"Robin",NA,"Olsen",3158,"1990-01-08",196,"Goalkeeper","Sweden",50798,"right","R. Olsen",7047,1990,1
"Chile",80,"Miiko Mart\u00edn",NA,"Albornoz Inola",2455,"1990-11-30",180,"Defender","Sweden",50800,"left","Miiko Albornoz",NA,1990,11
"Sweden",84,"Filip",NA,"Helander",3166,"1993-04-22",192,"Defender","Sweden",50805,"left","F. Helander",7047,1993,4
"Romania",86,"Anton Ciprian",NA,"T\u0103t\u0103ru\u0219anu",3770,"1986-02-09",196,"Goalkeeper","Romania",83574,"right","C. T\u0103t\u0103ru\u0219anu",11944,1986,2
"Romania",75,"Vlad Iulian",NA,"Chiriche\u0219",3187,"1989-11-14",184,"Defender","Romania",83575,"right","V. Chiriche\u0219",11944,1989,11
