Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2018-9103-URY,2018,9103,DR-2018-000033,Natural,Climatological,Drought,Drought,,,Uruguay,URY,South America,Americas,"Tacuarembó, Salto, Durazno, Artigas, Paysandú, Rivera, Río Negro, Florida, Treinta y Tres, Maldonado, Cerro Largo, Colonia","Lack of rain, La Nina",,,,,Yes,,,Km2,,,,,2018,1,,2018,3,,,,11135,,11135,,,,,500000,539551,92.6696698,1,3265;3267;3268;3269;3271;3273;3275;3276;3277;3279;3282;3283,,"Artigas, Cerro Largo, Colonia, Durazno, Florida, Maldonado, Paysandu, Rio Negro, Rivera, Salto, Tacuarembo, Treinta Y Tres (Adm1)."
2018-0409-USA,2018,409,,Natural,Climatological,Wildfire,Forest fire,,Camp Fire,United States of America (the),USA,Northern America,Americas,Butte county (North California),,,,,,Yes,,,Km2,,,,,2018,6,1,2018,12,31,88,,250000,,250000,,,12500000,13488771,16500000,17805178,92.6696698,2,,28868,Butte (Adm2).
2018-9476-USA,2018,9476,,Natural,Climatological,Drought,Drought,,,United States of America (the),USA,Northern America,Americas,Nationwide,,,,,,,,,Km2,,,,,2018,1,,2018,12,,,,,,,,,,,3000000,3237305,92.6696698,1,3214;3216;3217;3218;3219;3220;3221;3222;3223;3224;3225;3226;3227;3228;3229;3230;3231;3232;3233;3234;3235;3236;3237;3238;3239;3240;3241;3242;3243;3244;3245;3246;3247;3248;3249;3250;3251;3252;3253;3254;3255;3256;3257;3258;3259;3260;3261;3262;3263;3264,,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Vermont, Virginia, Washington, West Virginia, Wisconsin, Wyoming (Adm1)."
2018-0468-USA,2018,468,,Natural,Climatological,Wildfire,,,Woolsey Fire,United States of America (the),USA,Northern America,Americas,"Thousand Oaks, Oak Park, Westlake Village, Agoura Hills, West Hills, Simi Valley, Chatsworth, Bell Canyon, Hidden Hills, Malibu and Calabasas (California)",,,,,,,,,Km2,,,,,2018,11,8,2018,11,21,2,3,,,3,,,4000000,4316407,5200000,5611329,92.6696698,2,,28883;28920,"Los Angeles, Ventura (Adm2)."
2019-0545-AUS,2019,545,WF-2019-000183,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,Currowan,Australia,AUS,Australia and New Zealand,Oceania,"New South Wales, Queensland; Victoria; South Australia, Western Australia",High temperatures and dry conditions,Pollution,Heat wave,,,Yes,,169967,Km2,,,,,2019,9,1,2020,2,,32,24,1959,6900,8883,,,,,2000000,2119787,94.3490925,1,470;473;474;476;477,,"New South Wales, Queensland, South Australia, Victoria, Western Australia (Adm1)."
2019-9109-SOM,2019,9109,,Natural,Climatological,Drought,Drought,,,Somalia,SOM,Eastern Africa,Africa,"Awdal, Woqooyi Galbeed, Togdheer, Sanaag, Sool, Nugaal, Bari regions",Dry conditions,Food shortage,,,,,,,Km2,,,,,2019,2,,2019,10,,,,1500000,,1500000,,,,,,,94.3490925,1,2688;2702;2703;2704;2705,,"Awdal, Sanaag, Sool, Togdheer, Woqooyi Galbeed (Adm1)."
2019-9619-BWA,2019,9619,,Natural,Climatological,Drought,Drought,,,Botswana,BWA,Southern Africa,Africa,Botswana’s Okavango Delta,,Food shortage,,,,Yes,,,Km2,,,,,2019,,,2019,12,,,,38000,,38000,,,,,,,94.3490925,1,660,,Ngamiland (Adm1).
2019-0189-SSD,2019,189,,Natural,Climatological,Wildfire,,,,South Sudan,SSD,Northern Africa,Africa,"Korok (Aweil, Lol state)",,,,,,,,,Km2,,,,,2019,5,8,2019,5,8,50,12,,,12,,,,,,,94.3490925,2,,37077,Aweil (Adm2).
2019-9666-ARG,2019,9666,DR-2020-000031,Natural,Climatological,Drought,Drought,,,Argentina,ARG,South America,Americas,"San Martín, Rivadavia, Oran departments (Salta province)",,,,,,Yes,,,Km2,,,,,2019,,,2021,12,,8,32,35000,,35032,,,,,,,94.3490925,2,,4773;4781;4783,"General Jose de San Martin, Oran, Rivadavia (Adm2)."
2019-0428-BOL,2019,428,,Natural,Climatological,Wildfire,Forest fire,,,Bolivia (Plurinational State of),BOL,South America,Americas,"Santa Cruz, Beni, La Paz departments",,,,Yes,,,,,Km2,,,,,2019,8,,2019,9,,,,36000,,36000,,,,,,,94.3490925,1,40443;40446;40449,,"Beni, La Paz, Santa Cruz (Adm1)."
2019-0428-BRA,2019,428,,Natural,Climatological,Wildfire,Forest fire,,,Brazil,BRA,South America,Americas,"Northwestern, Legal Amazon Area",,,,Yes,,,,,Km2,,,,,2019,1,,2019,8,,,2195,10000000,,10002195,,,,,,,94.3490925,,,,
2019-0640-CHL,2019,640,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Chile,CHL,South America,Americas,"Rocuant, San Roque (Valparaiso)",,,,,,Yes,,,Km2,,,,,2019,12,24,2019,12,26,,12,,735,747,,,,,,,94.3490925,2,,149634,Valparaiso (Adm2).
2020-9206-AGO,2020,9206,DR-2021-000149,Natural,Climatological,Drought,Drought,,,Angola,AGO,Middle Africa,Africa,"Cunene, Huila, Namibe, Cuanza Sul, Benguela, Huambo",Strong dry spell,Food shortage,,,,,,,Km2,,,,,2020,12,,2022,2,,,,1580000,,1580000,,,,,,,95.51296742,1,399;403;404;405;406;413,,"Benguela, Cuanza Sul, Cunene, Huambo, Huila, Namibe (Adm1)."
2020-9235-BFA,2020,9235,,Natural,Climatological,Drought,Drought,,,Burkina Faso,BFA,Western Africa,Africa,,,Food shortage,,,,,,,Km2,,,,,2020,,,2020,6,,,,2900000,,2900000,,,,,,,95.51296742,1,40276;40277;40278;40279;40280;40281;40282;40283;40284;40285;40286;40287;40288,,"Boucle Du Mouhoun, Cascades, Centre, Centre-est, Centre-nord, Centre-ouest, Centre-sud, Est, Hauts-bassins, Nord, Plateau Central, Sahel, Sud-ouest (Adm1)."
2020-9582-BRA,2020,9582,,Natural,Climatological,Drought,Drought,,,Brazil,BRA,South America,Americas,"Rio Grande Do Sul, Santa Catarina",,,,,,,,,Km2,,,,,2020,1,,2020,12,,,,,,,,,,,3000000,3140935,95.51296742,1,685;688,,"Rio Grande Do Sul, Santa Catarina (Adm1)."
2020-0119-CHN,2020,119,,Natural,Climatological,Wildfire,Forest fire,,,China,CHN,Eastern Asia,Asia,Liangshan Prefecture (Sichuan province),,,,,,,,,Km2,,,,,2020,3,30,2020,3,31,19,,1200,,1200,,,,,,,95.51296742,2,,13272,Liangshan Yi (Adm2).
2021-0505-BGR,2021,505,,Natural,Climatological,Wildfire,,,,Bulgaria,BGR,Eastern Europe,Europe,"Pernik, Plovdiv and Kyustendil districts",,Heat wave,,,,,,,Km2,,,,,2021,8,2,2021,8,4,,,500,,500,,,,,,,100,1,709;713;715,,"Kustendil, Pernik, Plovdiv (Adm1)."
2021-0367-CAN,2021,367,,Natural,Climatological,Wildfire,,,,Canada,CAN,Northern America,Americas,Lytton (British Columbia),,Heat wave,,,,,,,Km2,,,,,2021,6,30,2021,7,2,2,,250,,250,,,,,80912,80912,100,1,826,,British Columbia / Colombie-Britannique (Adm1).
2021-0370-CYP,2021,370,,Natural,Climatological,Wildfire,Forest fire,,,Cyprus,CYP,Western Asia,Asia,Arakapas ( Limassol District),,Heat wave,,,,,,,Km2,,,,,2021,7,3,2021,7,5,4,,150,,150,,,,,47000,47000,100,1,1027,,Limassol (Adm1).
2021-0480-DZA,2021,480,WF-2021-000115,Natural,Climatological,Wildfire,,,,Algeria,DZA,Northern Africa,Africa,"Tizi-Ouzou, Bouira, Sétif, Khenchela, Guelma, Bejaïa, Bordj Bou Arreridj, Boumerdès, Tiaret, Medea, Tébessa,Annaba, Souk Ahras, Ain Defla, Jijel, Batna, Blida and Skikda prefectures (Kabylia region)",,Heat wave,,,,,,,Km2,,,,,2021,8,9,2021,8,16,90,3,42500,,42503,,,,,,,100,1,342;345;346;348;350;351;352;353;361;363;364;367;377;379;380;382;384;387,,"Ain-Defla, Annaba, Batna, Bejaia, Blida, Bordj Bou Arrer, Bouira, Boumerdes, Guelma, Jijel, Khenchela, Medea, Setif, Skikda, Souk-Ahras, Tebessa, Tiaret, Tizi Ouzou (Adm1)."
2021-9116-AFG,2021,9116,DR-2021-000022,Natural,Climatological,Drought,Drought,,,Afghanistan,AFG,Southern Asia,Asia,"Badghis, Badakhshan, Baghlan, Balkh, Takhar, Jawzjan, Sar-i-Pul, Samangan, Faryab, Kunduz, Herat","Low rain- and snowfall, La nina",Food shortage,,,,Yes,,,Km2,,,,,2021,1,,2021,4,,,,11000000,,11000000,,,,,,,100,1,272;273;274;275;278;282;283;289;298;299;300,,"Badakhshan, Badghis, Baghlan, Balkh, Faryab, Hirat, Jawzjan, Kunduz, Samangan, Sar-e-Pul, Takhar (Adm1)."
2021-0129-ARG,2021,129,,Natural,Climatological,Wildfire,Forest fire,,,Argentina,ARG,South America,Americas,"Cholila (Cushamen), Lago Puelo (Cushamen), El Bolsón (Bariloche), El Maitén (Cushamen), Epuyén (Cushamen), Futaleufú and El Hoyo Towns (Cushamen) in Chubut and Santa Cruz Provinces; Rio Negro, Neuquen provinces (Patagonia)",,,,,,,,,Km2,,,,,2021,3,8,2021,3,12,15,7,1200,,1207,,,,,,,100,1;2,443;444;448,4552;4557,"Neuquen, Rio Negro, Santa Cruz (Adm1). Cushamen, Futaleufu (Adm2)."
2021-0058-AUS,2021,58,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Australia,AUS,Australia and New Zealand,Oceania,Perth region,,,,,,,,,Km2,,,,,2021,2,1,2021,2,7,,,,243,243,,,46000,46000,120000,120000,100,2,,5533,Perth (C) (Adm2).
2021-9078-CHN,2021,9078,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,"Guangxi, Hunan, Yunnan, Shaanxi, Gansu, Ningxia, Fujian provinces",Below-average precipitation,,,,,,,,Km2,,,,,2021,1,1,2021,12,31,,,,,,,,,,3100000,3100000,100,1,901;902;904;912;918;920;929,,"Fujian Sheng, Gansu Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Ningxia Huizu Zizhiqu, Shaanxi Sheng, Yunnan Sheng (Adm1)."
2019-0646-IDN,2019,646,,Natural,Climatological,Wildfire,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Riau, Jambi, South Sumatera, West Kalimantan, Central Kalimantan, South Kalimantan",,Pollution,,,,Yes,,,Km2,,,,,2019,2,,2019,9,,,,,,,,,,,,,94.3490925,1,1518;1522;1523;1524;73618;73622,,"Jambi, Kalimantan Barat, Kalimantan Selatan, Kalimantan Tengah, Riau, Sumatera Selatan (Adm1)."
2019-9359-LAO,2019,9359,DR-2020-000017,Natural,Climatological,Drought,Drought,,,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,,,,,,,,,,Km2,,,,,2019,7,,2019,7,,,,,,,,,,,,,94.3490925,,,,
2019-9389-LKA,2019,9389,,Natural,Climatological,Drought,Drought,,,Sri Lanka,LKA,Southern Asia,Asia,"North, North-Western, North-Central, Uva and Eastern Provinces",,,,,,,,,Km2,,,,,2019,8,,2020,3,,,,222091,,222091,,,,,,,94.3490925,1,2737;2738;2739;2740;2743,,"Eastern, North Central, North Western, Northern, Uva (Adm1)."
2019-9619-LSO,2019,9619,,Natural,Climatological,Drought,Drought,,,Lesotho,LSO,Southern Africa,Africa,,,,,,,Yes,,,Km2,,,,,2019,,,2019,12,,,,433000,,433000,,,,,,,94.3490925,,,,
2019-0428-PER,2019,428,,Natural,Climatological,Wildfire,Forest fire,,,Peru,PER,South America,Americas,,,,,,,,,,Km2,,,,,2019,1,,2019,8,,,,,,,,,,,,,94.3490925,,,,
2020-9424-MDG,2020,9424,DR-2020-000231,Natural,Climatological,Drought,Drought,,,Madagascar,MDG,Eastern Africa,Africa,"Betioky, Ampanihy, Tuléar II, Amboasary and Bekily districts, Anosy, Androy, Atsimo Andrefana.",Insufficient rainfall,Food shortage,Famine,,,,,,Km2,,,,,2020,1,,2022,6,,,,1680000,,1680000,,,,,,,95.51296742,2,,154532;154535;154538;154542;154546,"Amboasary-Atsimo, Ampanihy Ouest, Bekily, Betioky Atsimo, Toliary-II (Adm2)."
2020-9396-LSO,2020,9396,,Natural,Climatological,Drought,Drought,,,Lesotho,LSO,Southern Africa,Africa,,Prolonged dry spells and negative economic impacts of COVID-19,Food shortage,,,,,,,Km2,,,,,2020,9,,2020,11,,,,766000,,766000,,,,,,,95.51296742,,,,
2020-9569-MLI,2020,9569,,Natural,Climatological,Drought,Drought,,,Mali,MLI,Western Africa,Africa,"Ménaka, Gao, Mopti, Kidal, Koulikoro and Ségou",,Food shortage,,,,,,,Km2,,,,,2020,,,2020,12,,,,6800000,,6800000,,,,,,,95.51296742,1,1927;1930;1931;1932,,"Gao, Koulikoro, Mopti, Segou (Adm1)."
2020-9586-MOZ,2020,9586,,Natural,Climatological,Drought,Drought,,,Mozambique,MOZ,Eastern Africa,Africa,,,Food shortage,,,,,,,Km2,,,,,2020,10,,2020,12,,,,2700000,,2700000,,,,,,,95.51296742,,,,
2020-9538-MRT,2020,9538,DR-2020-000167,Natural,Climatological,Drought,Drought,,,Mauritania,MRT,Western Africa,Africa,"Tagant, Guidimakha, Assaba, Gorgol, Hodh El Charghi",,Food shortage,,,,,,,Km2,,,,,2020,6,,2020,11,,,,1155073,,1155073,,,,,,,95.51296742,1,2005;2008;2009;2010;2014,,"Assaba, Gorgol, Guidimakha, Hodh Ech Chargi, Tagant (Adm1)."
2020-9570-NER,2020,9570,,Natural,Climatological,Drought,Drought,,,Niger (the),NER,Western Africa,Africa,"Diffa, Tahoua, Zinder, Maradi, Agadez, Tillabéri regions",,Food shortage,,,,,,,Km2,,,,,2020,,,2020,12,23,,,3700000,,3700000,,,,,,,95.51296742,1,2202;2203;2205;2207;2208;2209,,"Agadez, Diffa, Maradi, Tahoua, Tillaberi, Zinder (Adm1)."
2020-0447-ISR,2020,447,FR-2020-000208,Natural,Climatological,Wildfire,,,,Israel,ISR,Western Asia,Asia,"Nof Hagalil , Kfar Oranim (Cijordanie)",Heat wave,,,,,,,,Km2,,,,,2020,10,9,2020,10,9,,,21,,21,,,,,,,95.51296742,1,1610;1613,,"Central District, Northern (Adm1)."
2020-0447-LBN,2020,447,FR-2020-000208,Natural,Climatological,Wildfire,,,,Lebanon,LBN,Western Asia,Asia,"Chouf, Akkar regions","Heat wave, winds",,,,,,,,Km2,,,,,2020,10,8,2020,10,10,,,,,,,,,,,,95.51296742,2,,18797;18809,"Akkar, Chouf (Adm2)."
2020-0428-NZL,2020,428,,Natural,Climatological,Wildfire,Forest fire,,,New Zealand,NZL,Australia and New Zealand,Oceania,Lake Ohau (Canterbury),High winds,,,,,,,,Km2,,,,,2020,10,4,2020,10,5,,,195,,195,,,,,10000,10470,95.51296742,1,2173,,Canterbury (Adm1).
2021-0234-IND,2021,234,,Natural,Climatological,Glacial lake outburst,,,,India,IND,Southern Asia,Asia,Chamoli District (Uttarakhand State),,"Slide (land, mud, snow, rock)",,,,,,,,,,,,2021,4,23,2021,4,23,16,24,,,24,,,,,,,100,2,,70282,Chamoli (Adm2).
2021-0459-GRC,2021,459,,Natural,Climatological,Wildfire,Forest fire,,,Greece,GRC,Southern Europe,Europe,"Elekistra, Karya, Neo Souli (Peloponnese); Patras; Evia Island; Stamata (Attica); Psathopyrgos Lampiri, Kamares, Ziria (Rodhes Island)",,Heat wave,,,,,,,Km2,,,,,2021,7,29,2021,8,12,2,12,7000,,7012,,,,,580000,580000,100,1;2,1337;1345,16708,"Attiki, Peloponnisos (Adm1). Dodekanisou (Adm2)."
2021-9459-KAZ,2021,9459,DR-2021-000085,Natural,Climatological,Drought,Drought,,,Kazakhstan,KAZ,Central Asia,Asia,"Mangistau, Turkestan and Kyzylorda regions",,Heat wave,,,,,,,Km2,,,,,2021,6,,2021,7,,,,71000,,71000,,,,,,,100,1,1721;1724;1728,,"Kyzylordinskaya, Mangistauskaya, Yujno-kazachstanskaya (Adm1)."
2021-0506-MKD,2021,506,WF-2021-000109,Natural,Climatological,Wildfire,Forest fire,,,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,Europe,"Strumica, Kochani, Kumanovo, Gevgelija, Valandovo, Bitola, Prilep, Shtip, Skopje, Tetovo, Radovish, Ohrid, Berovo, Delchevo, Kichevo, Veles, Probishtip, Kriva Palanka regions",,Heat wave,,,,Yes,,,Km2,,,,,2021,7,30,2021,9,,1,,80000,,80000,,,,,,,100,1,2927;2928;2931;2933;2936;2937;2939;2941;2943;2944;2945;2946;2948;2949;2951;2953;2954;2955,,"Berovo, Bitola, Delcevo, Gevgelija, Kicevo, Kocani, Kriva Palanka, Kumanovo, Ohrid, Prilep, Probistip, Radovic, Skopje, Stip, Strumica, Tetovo, Valandovo, Veles (Adm1)."
2021-0072-IND,2021,72,,Natural,Climatological,Glacial lake outburst,,,,India,IND,Southern Asia,Asia,Uttarakhand state,,Flood,,,,,,,,,,,,2021,2,7,2021,2,8,234,,,,,,,,,210000,210000,100,1,70082,,Uttarakhand (Adm1).
2021-9546-ETH,2021,9546,DR-2021-000121,Natural,Climatological,Drought,Drought,,,Ethiopia,ETH,Eastern Africa,Africa,"Tigray, Afar and Amhara",,Food shortage,,,,,,,Km2,,,,,2021,5,,2022,2,,,,6800000,,6800000,,,,,,,100,1,1228;1229;1237,,"Afar, Amhara, Tigray (Adm1)."
2021-9152-KEN,2021,9152,DR-2021-000054; DR-2021-000111,Natural,Climatological,Drought,Drought,,,Kenya,KEN,Eastern Africa,Africa,"Marsabit, Mandera, Garissa, Wajir, Kilifi, Tana River, Makueni, Lamu, Samburu, Kitui, Isiolo and Laikipia",,Food shortage,,,,,,,Km2,,,,,2021,3,,2022,3,,,,4000000,,4000000,,,,,200000,200000,100,2,,51340;51342;51346;51348;51349;51351;51352;51361;51363;51364;51384;51389,"Garissa, Isiolo, Kilifi, Kitui, Laikipia, Lamu, Makueni, Mandera, Marsabit, Samburu, Tana River, Wajir (Adm2)."
2021-0643-HND,2021,643,WF-2021-000154,Natural,Climatological,Wildfire,,,,Honduras,HND,Central America,Americas,Guanaja Island (Islas de la Bahía Department),Unclear,,,,,Yes,,,Km2,,,,,2021,10,2,2021,10,3,,3,2500,,2503,,,,,,,100,2,,17345,Guanaja (Adm2).
2021-9510-IRN,2021,9510,DR-2021-000089,Natural,Climatological,Drought,Drought,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Sistan and Baluchestan, South Khorasan, Kerman, Hormozgan, Khuzestan, Isfahan, Khorasan Razavi",,,,,,,,,Km2,,,,,2021,,,2022,3,,,,4900000,,4900000,,,,,,,100,1,1547;1548;1550;1559,,"Hormozgan, Kerman, Khorasan, Sistan-o baluchestan (Adm1)."
2021-9548-IRQ,2021,9548,DR-2021-000119/000159,Natural,Climatological,Drought,Drought,,,Iraq,IRQ,Western Asia,Asia,,,,,,,,,,Km2,,,,,2021,1,,2021,8,27,,,7000000,,7000000,,,,,,,100,,,,
2021-0434-ITA,2021,434,WF-2021-0001603,Natural,Climatological,Wildfire,,,,Italy,ITA,Southern Europe,Europe,"Oristano, Nuoro Provinces (Sardinia)",,,,,,Yes,,,Km2,,,,,2021,7,23,2021,7,25,,,11600,,11600,,,,,59000,59000,100,2,,18387;18388,"Nuoro, Oristano (Adm2)."
2015-9621-PLW,2015,9621,,Natural,Climatological,Drought,Drought,,,Palau,PLW,Micronesia,Oceania,,"Poor rainfall, El Nino",,,Yes,,,,,Km2,,,,,2015,10,,2016,3,,,,14200,,14200,,,,,,,87.46993221,,,,
2018-9491-SEN,2018,9491,,Natural,Climatological,Drought,Drought,,,Senegal,SEN,Western Africa,Africa,Northern regions,,Food shortage,,Yes,,,,,Km2,,,,,2018,4,,2021,12,,,,320000,,320000,,,,,,,92.6696698,,,,
2019-9667-ZMB,2019,9667,OT-2019-000132,Natural,Climatological,Drought,Drought,,,Zambia,ZMB,Eastern Africa,Africa,"Southern, Western and parts of Lusaka, Eastern and Central provinces",,Food shortage,,,,,,,Km2,,,,,2019,,,2020,12,,,,1430000,,1430000,,,,,,,94.3490925,,,,
2019-0428-PRY,2019,428,,Natural,Climatological,Wildfire,Forest fire,,,Paraguay,PRY,South America,Americas,"Alto Paraguay, Amambay, Caazapá, Canindeyú, Concepción, Presidente Hayes, San Pedro departments",Lack of rain—compounded by strong winds and the use of slash-and-burn agricultural techniques,,,Yes,,,,,Km2,,,,,2019,1,,2019,9,,,,4000,,4000,,,,,,,94.3490925,1,2311;2313;2316;2317;2319;2326;2327,,"Alto Paraguay, Amambay, Caazapa, Canindeyu, Concepcion, Presidente Hayes, San Pedro (Adm1)."
2019-0378-RUS,2019,378,,Natural,Climatological,Wildfire,Forest fire,,,Russian Federation (the),RUS,Eastern Europe,Europe,"Yakoutia (aka Sakha Rep.), Krasnoïarsk, Irkoutsk (Siberia)",,,,,,,,,Km2,,,,,2019,7,,2019,8,,,,,,,,,,,106000,112349,94.3490925,1,2506;2525;2551,,"Irkutskaya Oblast, Krasnoyarskiy Kray, Sakha Rep. (Adm1)."
2019-9619-SWZ,2019,9619,,Natural,Climatological,Drought,Drought,,,Eswatini,SWZ,Southern Africa,Africa,"Shiselweni, Lubombo and Hhohho regions",,,,,,,,,Km2,,,,,2019,,,2019,12,,,,232000,,232000,,,,,,,94.3490925,1,2782;2783;2785,,"Hhohho, Lubombo, Shiselweni (Adm1)."
2019-9359-THA,2019,9359,DR-2020-000017,Natural,Climatological,Drought,Drought,,,Thailand,THA,South-Eastern Asia,Asia,"North, Northeastern, Central Plains",,,,,,Yes,,,Km2,,,,,2019,7,,2020,2,,,,,,,,,,,,,94.3490925,,,,
2019-0513-USA,2019,513,,Natural,Climatological,Wildfire,Forest fire,,Saddleridge fire & Sandalwood fire,United States of America (the),USA,Northern America,Americas,Los Angeles and Riverside counties (California),,,,,,,,,Km2,,,,,2019,10,10,2019,10,17,3,12,312,279,603,,,,,325000,344465,94.3490925,2,,28883;28897,"Los Angeles, Riverside (Adm2)."
2019-0517-USA,2019,517,,Natural,Climatological,Wildfire,Forest fire,,Kincade Fire,United States of America (the),USA,Northern America,Americas,"Los Angeles, San Bernardino, Ventura, Sonoma Counties (California)",,,,,,Yes,,,Km2,,,,,2019,10,26,2019,10,31,,2,660,,662,,,800000,847915,1300000,1377862,94.3490925,2,,28883;28900;28913;28920,"Los Angeles, San Bernardino, Sonoma, Ventura (Adm2)."
2019-9359-VNM,2019,9359,DR-2020-000017,Natural,Climatological,Drought,Drought,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Long An, Tien Giang, Ben Tre, Dong Thap, Vinh Long, Tra Vinh, Soc Trang, An Giang, Kien Giang, Hau Giang, Bac Lieu, Ca Mau, Can Tho city",,,,,,,,,Km2,,,,,2019,7,,2020,2,,,,685558,,685558,,,,,,,94.3490925,1,3326;3330;3332;3339;3343;3356;3362;3377;3384;3386;3388;73933;73937,,"An Giang, Bac Lieu, Ben Tre, Ca Mau, Can Tho city, Dong Thap, Hau Giang, Kien Giang, Long An, Soc Trang, Tien Giang, Tra Vinh, Vinh Long (Adm1)."
2019-9598-ZAF,2019,9598,,Natural,Climatological,Drought,Drought,,,South Africa,ZAF,Southern Africa,Africa,,,,,,,,,,Km2,,,,,2019,1,1,2019,12,31,,,750000,,750000,,,,,135000,143086,94.3490925,,,,
2020-9585-USA,2020,9585,,Natural,Climatological,Drought,Drought,,,United States of America (the),USA,Northern America,Americas,West and central states,,Heat wave,,,,,,,Km2,,,,,2020,1,,2020,12,,45,,,,,,,,,4500000,4711402,95.51296742,1,3214;3215;3216;3217;3218;3219;3225;3226;3227;3228;3229;3230;3231;3232;3236;3237;3238;3239;3240;3241;3242;3245;3248;3249;3250;3251;3255;3256;3257;3258;3261;3262;3263;3264,,"Alabama, Alaska, Arizona, Arkansas, California, Colorado, Hawaii, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Mexico, North Dakota, Ohio, Oklahoma, Oregon, South Dakota, Tennessee, Texas, Utah, Washington, West Virginia, Wisconsin, Wyoming (Adm1)."
2020-0447-SYR,2020,447,FR-2020-000208,Natural,Climatological,Wildfire,,,,Syrian Arab Republic,SYR,Western Asia,Asia,"Latakia, Tartous, Homs",,,,,,,,,Km2,,,,,2020,9,1,2020,10,15,3,79,140000,,140079,,,,,,,95.51296742,1,2842;2844;2846,,"Homs, Lattakia, Tartous (Adm1)."
2020-0318-UKR,2020,318,,Natural,Climatological,Wildfire,Forest fire,,,Ukraine,UKR,Eastern Europe,Europe,Novoaidar district (Luhansk region),,,,,,,,,Km2,,,,,2020,7,6,2020,7,6,5,,300,,300,,,,,162000,169610,95.51296742,1,3161,,Luhans'ka (Adm1).
2020-0349-UKR,2020,349,,Natural,Climatological,Wildfire,Forest fire,,,Ukraine,UKR,Eastern Europe,Europe,"Stanychno-Luhansk, Novoaidar, Severodonetsk districts",,,,,,,,,Km2,,,,,2020,9,30,2020,10,8,11,18,1650,,1668,,,,,,,95.51296742,1,3161,,Luhans'ka (Adm1).
2020-0441-USA,2020,441,,Natural,Climatological,Wildfire,Forest fire,,August Complex fire,United States of America (the),USA,Northern America,Americas,"Californie, Washington, Oregon, Colorado",,,,,,,,,Km2,,,,,2020,8,16,2020,10,1,32,,,,,,,7500000,7852337,11000000,11516761,95.51296742,1,3218;3219;3251;3261,,"California, Colorado, Oregon, Washington (Adm1)."
